,buy/sell/hold,cash,dayly return/losses percentage,dayly return/losses,good trade
0,hold,1000.0,0.0,0.0,False
1,hold,1000.0,0.0,0.0,False
2,hold,1000.0,0.0,0.0,False
3,sell,1000.0,0.0,0.0,False
4,hold,988.553880433793,-1.1446119566207003,-11.446119566207017,False
5,hold,1001.9542085563527,1.3555485834195968,13.4003281225597,True
6,hold,981.9932857481384,-1.99219910827807,-19.960922808214264,False
7,hold,963.4282102416819,-1.8905501469200559,-18.565075506456537,False
8,hold,977.8755023581484,1.4995712148435425,14.447292116466542,True
9,hold,1021.0776383380628,4.4179587151669475,43.202135979914374,True
10,hold,1070.630898036229,4.8530354438885315,49.55325969816613,True
11,hold,1055.9743443325958,-1.3689641995683455,-14.656553703633108,False
12,hold,1069.5142802171572,1.2822220499228987,13.539935884561373,True
13,hold,1062.6046975335337,-0.6460486607266724,-6.909582683623512,False
14,hold,1067.2808421781187,0.44006436781609537,4.676144644585065,True
15,hold,1033.2914854361495,-3.184668495745069,-33.98935674196923,False
16,hold,1043.0625212385714,0.9456224056949125,9.77103580242192,True
17,hold,1060.1618862378689,1.6393422878422603,17.09936499929745,True
18,hold,1065.3963921370487,0.49374590495374626,5.234505899179794,True
19,hold,1094.919082181177,2.7710521888392625,29.52269004412824,True
20,hold,1089.0563518220008,-0.5354487335718972,-5.862730359176112,False
21,hold,1079.3550745348618,-0.8907966305791826,-9.701277287138964,False
22,hold,1107.5516688131743,2.612355743124062,28.196594278312432,True
23,hold,1126.5354908328827,1.7140348892301427,18.98382201970844,True
24,hold,1135.3991773827408,0.7868093479509453,8.86368654985813,True
25,hold,1129.606414919084,-0.510196112437733,-5.7927624636568,False
26,hold,1128.6293141305785,-0.08649922447329095,-0.9771007885055951,False
27,hold,1106.7141827660114,-1.9417474887624242,-21.91513136456706,False
28,hold,1114.600768527364,0.7126126947828215,7.886585761352535,True
29,hold,1106.9933145379207,-0.6825272513937275,-7.607453989443229,False
30,hold,1128.7688241818034,1.967085921650047,21.775509643882742,True
31,hold,1140.005563512043,0.9954863289553195,11.236739330239516,True
32,hold,1135.120045610832,-0.4285521104090084,-4.88551790121096,False
33,hold,1127.5823501366717,-0.6640439047223445,-7.537695474160273,False
34,hold,1122.5572105147764,-0.4456561085127153,-5.025139621895278,False
35,hold,1128.7688241818032,0.5533449528312584,6.211613667026768,True
36,hold,1108.3194033243954,-1.8116571275992532,-20.44942085740786,False
37,hold,1115.1591297819589,0.6171259329258216,6.839726457563529,True
38,hold,1119.0675399153229,0.3504800372416961,3.9084101333639865,True
39,hold,1123.813547765309,0.42410379004875765,4.746007849986199,True
40,hold,1109.366262628184,-1.2855589048426652,-14.447285137125164,False
41,hold,1126.3958691121984,1.5350752098472809,17.029606484014494,True
42,hold,1119.6259011699178,-0.6010291876883844,-6.769967942280573,False
43,hold,1112.6465599710111,-0.6233636781369456,-6.979341198906695,False
44,hold,1116.9737166176271,0.38890666652748873,4.327156646616004,True
45,hold,1127.7219648780144,0.9622651008239114,10.7482482603873,True
46,hold,1137.7023739370625,0.8850061779303475,9.980409059048043,True
47,hold,1144.1233538813742,0.564381343610254,6.420979944311739,True
48,hold,1135.4690336088008,-0.7564149655029828,-8.654320272573386,False
49,hold,1146.4265504356958,0.9650211941112374,10.957516826895016,True
50,hold,1149.148486523928,0.2374278655006501,2.721936088232269,True
51,hold,1132.3981095225995,-1.4576338217175966,-16.750377001328616,False
52,hold,1139.0983259289383,0.591683821263489,6.700216406338768,True
53,hold,1122.906198512745,-1.4214863675608091,-16.192127416193216,False
54,hold,1124.9301655843808,0.18024364584650066,2.0239670716357523,True
55,hold,1128.69906566652,0.3350341378907995,3.7689000821392256,True
56,hold,1137.0045026312428,0.7358415734860291,8.30543696472273,True
57,hold,1142.2390085304228,0.4603768839143818,5.2345058991800215,True
58,hold,1134.840920818264,-0.6476829855142974,-7.398087712158713,False
59,hold,1113.9028972215442,-1.8450183821026367,-20.93802359671986,False
60,hold,1125.628141580319,1.052627153410013,11.725244358774717,True
61,hold,1102.8056679425295,-2.0275322546350005,-22.82247363778947,False
62,hold,1114.7403832687069,1.0822138181828311,11.934715326177411,True
63,hold,1125.4885268389758,0.9641835652129727,10.748143570268894,True
64,hold,1141.6108887605444,1.4324767900433022,16.122361921568654,True
65,hold,1133.3752103111049,-0.7214085403811299,-8.235678449439547,False
66,hold,1134.9804308694884,0.1416318747560208,1.6052205583835075,True
67,hold,1132.956470777194,-0.1783255496963787,-2.0239600922943737,False
68,hold,1132.398109522599,-0.0492835575767514,-0.5583612545949563,False
69,hold,1134.5616913355777,0.1910619414483783,2.1635818129786912,True
