,buy/sell/hold,cash,dayly return/losses percentage,dayly return/losses,good trade
0,hold,1000.0,0.0,0.0,False
1,hold,1000.0,0.0,0.0,False
2,hold,1000.0,0.0,0.0,False
3,hold,1000.0,0.0,0.0,False
4,hold,1000.0,0.0,0.0,False
5,hold,1000.0,0.0,0.0,False
6,hold,1000.0,0.0,0.0,False
7,hold,1000.0,0.0,0.0,False
8,buy,1000.0,0.0,0.0,False
9,hold,980.4133733114298,-1.9586626688570141,-19.586626688570163,False
10,hold,1007.833217699909,2.7967636034855747,27.41984438847919,True
11,hold,970.6107549955653,-3.693315724331181,-37.222462704343684,False
12,hold,998.1036818746002,2.8325388666397444,27.492926879034826,True
13,hold,964.5639229460937,-3.36034818201586,-33.539758928506444,False
14,hold,971.5527595634707,0.7245591972827148,6.988836617376933,True
15,hold,992.4914928149815,2.1551823146402027,20.938733251510826,True
16,hold,986.7010459096925,-0.5834253439156112,-5.790446905288945,False
17,hold,992.9950955190182,0.6378882069110192,6.2940496093256115,True
18,hold,945.6002411960354,-4.772919275921539,-47.394854322982724,False
19,hold,938.9683151948818,-0.7013456334111434,-6.631926001153602,False
20,hold,924.3115106690706,-1.5609477219440837,-14.656804525811253,False
21,hold,924.4200889947904,0.011746940773371684,0.10857832571980452,True
22,hold,867.350870992974,-6.173515556533737,-57.06921800181635,False
23,hold,821.5812954398461,-5.276938904866634,-45.76957555312788,False
24,hold,812.8161604496436,-1.066861555740506,-8.765134990202569,False
25,hold,777.4143014356271,-4.355457080778569,-35.40185901401651,False
26,hold,788.1287116064835,1.3782110968463712,10.714410170856468,True
27,hold,781.9530654368967,-0.7835834526315755,-6.175646169586798,False
28,hold,803.3475683620682,2.7360341522822518,21.394502925171423,True
29,hold,791.1427421332397,-1.51924605357463,-12.204826228828438,False
30,hold,779.1056858000567,-1.521477186370479,-12.037056333183045,False
31,hold,775.6086410649984,-0.4488537048047747,-3.497044735058239,False
32,hold,786.6206256655499,1.4197862191724475,11.0119846005515,True
33,hold,807.1204100867631,2.606057323232336,20.49978442121312,True
34,hold,786.6710852512986,-2.5336151310144994,-20.449324835464495,False
35,hold,753.0884113404537,-4.2689599936315155,-33.582673910844846,False
36,hold,810.3036370579572,7.597411519805974,57.21522571750347,True
37,sell,810.3036370579572,0.0,0.0,False
38,hold,810.9369288240366,0.07815487147246891,0.6332917660794237,True
39,hold,822.643684125737,1.4436086069821386,11.706755301700355,True
40,hold,828.3641505882671,0.6953759656721292,5.720466462530112,True
41,hold,832.5626331752733,0.506840208382342,4.198482587006197,True
42,hold,842.8453793414793,1.2350717839676673,10.282746166206039,True
43,hold,824.6344439765364,-2.1606496056454927,-18.210935364942884,False
44,hold,828.4725466618248,0.4654307994679918,3.8381026852883906,True
45,hold,835.7954616184059,0.8839055664653372,7.32291495658103,True
46,hold,843.1182908559675,0.8761508734902668,7.3228292375616775,True
47,hold,848.8842002945253,0.6838790595687261,5.765909438557742,True
48,hold,856.9558068594458,0.9508489570332568,8.071606564920558,True
49,hold,873.9631121396336,1.98461871009612,17.00730528018778,True
50,hold,856.0496035788781,-2.049687030485725,-17.91350856075553,False
51,hold,852.5998129500848,-0.40298957144198067,-3.4497906287932665,False
52,hold,847.3447906170238,-0.6163527428979965,-5.255022333060992,False
53,hold,843.3316661380044,-0.47361174854183563,-4.013124479019439,False
54,hold,840.0814125926413,-0.3854063206528813,-3.25025354536308,False
55,hold,854.5207006040508,1.718796273190626,14.43928801140953,True
56,hold,864.5515479613692,1.173856566637621,10.030847357318407,True
57,hold,865.0308302894451,0.05543710253090861,0.47928232807589666,True
58,hold,867.1265693487236,0.2422733370760044,2.0957390592784577,True
59,hold,860.8988887532133,-0.7181974138086522,-6.2276805955102645,False
60,hold,868.7360219613504,0.9103430507950927,7.837133208137061,True
61,hold,883.1018505224291,1.6536471606927172,14.365828561078729,True
62,hold,909.9721558731986,3.0427187231997666,26.870305350769513,True
63,hold,926.2727099369763,1.7913244881801793,16.300554063777668,True
64,hold,894.9625295431136,-3.380233494733209,-31.31018039386265,False
65,hold,890.4351864626648,-0.5058695678309744,-4.527343080448873,False
66,hold,900.1126580368416,1.0868249280019393,9.67747157417682,True
67,hold,915.0138032740964,1.655475578996346,14.90114523725481,True
68,hold,924.0090382218151,0.983070956474319,8.9952349477187,True
69,hold,928.5573943577385,0.4922415201345176,4.548356135923427,True
